Time_Slot_Start,FCR_Power_Factor_Up_Sum,FCR_Power_Factor_Down_Sum
2024-01-03 07:30:00,1.0737,16.4574
2024-01-03 07:45:00,4.7779,2.8111
2024-01-03 08:00:00,12.3147,26.0811
2024-01-03 08:15:00,11.3116,1.4963
2024-01-03 08:30:00,14.5289,6.3616
2024-01-03 08:45:00,17.3321,5.6874
2024-01-03 09:00:00,1.2132,60.1
2024-01-03 09:15:00,14.0879,2.5095
2024-01-03 09:30:00,4.7589,7.1716
2024-01-03 09:45:00,4.1779,2.8084
2024-01-03 10:00:00,1.0542,48.1316
2024-01-03 10:15:00,0.2321,24.1553
2024-01-03 10:30:00,2.3521,12.2332
2024-01-03 10:45:00,0.1495,34.63
2024-01-03 11:00:00,10.5295,25.8479
2024-01-03 11:15:00,2.1626,5.9432
2024-01-03 11:30:00,2.8047,4.1468
2024-01-03 11:45:00,22.8847,1.8011
2024-01-03 12:00:00,0.9511,8.7747
2024-01-03 12:15:00,1.0011,2.4147
2024-01-03 12:30:00,1.4753,3.0921
2024-01-03 12:45:00,12.9447,0.8142
2024-01-03 13:00:00,0.3253,29.5142
2024-01-03 13:15:00,34.0416,11.9789
2024-01-03 13:30:00,0.2332,64.88
2024-01-03 13:45:00,7.7805,4.0179
2024-01-03 14:00:00,6.1374,8.2842
2024-01-03 14:15:00,8.6926,23.1663
2024-01-03 14:30:00,6.9984,11.7989
2024-01-03 14:45:00,21.5942,13.5342
2024-01-03 15:00:00,69.4305,6.4721
2024-01-03 15:15:00,19.3805,27.9974
2024-01-03 15:30:00,9.46,21.2663
2024-01-03 15:45:00,10.0358,12.2032
2024-01-03 16:00:00,60.2321,0.24
2024-01-03 16:15:00,17.4374,15.87
2024-01-03 16:30:00,3.6695,19.4316
2024-01-03 16:45:00,10.5326,3.6805
2024-01-03 17:00:00,2.8705,15.0447
2024-01-03 17:15:00,2.4932,2.9411
2024-01-03 17:30:00,10.6326,4.8032
2024-01-03 17:45:00,1.1889,11.1121
2024-01-03 18:00:00,8.25,2.6958
2024-01-03 18:15:00,8.2758,3.3832
2024-01-03 18:30:00,10.6453,5.6137
2024-01-03 18:45:00,11.7668,2.6211
2024-01-03 19:00:00,4.5679,71.9484
2024-01-03 19:15:00,50.53,0.4453
2024-01-03 19:30:00,44.6889,8.8853
2024-01-03 19:45:00,4.1353,6.6526
2024-01-03 20:00:00,1.6868,73.9237
2024-01-03 20:15:00,35.9558,11.1163
2024-01-03 20:30:00,41.6511,3.8453
2024-01-03 20:45:00,45.41,0.9805
2024-01-03 21:00:00,4.0111,71.3363
2024-01-03 21:15:00,29.8016,0.5621
2024-01-03 21:30:00,37.1958,4.7637
2024-01-03 21:45:00,18.1547,0.0937
2024-01-03 22:00:00,11.1974,26.3153
2024-01-03 22:15:00,19.6411,4.4458
2024-01-03 22:30:00,18.7158,16.8121
2024-01-03 22:45:00,12.0526,2.1479
2024-01-03 23:00:00,4.4611,85.9389
2024-01-03 23:15:00,4.6237,9.8316
2024-01-03 23:30:00,11.1332,11.9505
2024-01-03 23:45:00,30.8279,0.2337
2024-01-04 00:00:00,0.2589,10.68
2024-01-04 00:15:00,2.7889,2.03
2024-01-04 00:30:00,10.3589,4.05
2024-01-04 00:45:00,11.6821,0.0053
2024-01-04 01:00:00,7.8268,2.9347
2024-01-04 01:15:00,14.4816,0.1132
2024-01-04 01:30:00,7.4258,1.9158
2024-01-04 01:45:00,13.3437,0.2468
2024-01-04 02:00:00,7.0368,26.7458
2024-01-04 02:15:00,8.0953,2.2753
2024-01-04 02:30:00,5.75,1.9184
2024-01-04 02:45:00,14.6195,0.1563
2024-01-04 03:00:00,1.1679,4.7068
2024-01-04 03:15:00,0.3884,9.4221
2024-01-04 03:30:00,3.2168,3.3589
2024-01-04 03:45:00,2.39,5.6658
2024-01-04 04:00:00,1.5216,5.3753
2024-01-04 04:15:00,7.9689,1.6479
2024-01-04 04:30:00,1.0916,14.7147
2024-01-04 04:45:00,14.4779,10.8211
2024-01-04 05:00:00,44.6274,37.6632
2024-01-04 05:15:00,6.0784,9.6868
2024-01-04 05:30:00,7.3542,26.9363
2024-01-04 05:45:00,6.6758,32.7647
2024-01-04 06:00:00,102.75,0.0789
2024-01-04 06:15:00,20.6426,24.5016
2024-01-04 06:30:00,8.3926,28.2995
2024-01-04 06:45:00,15.5884,15.6468
2024-01-04 07:00:00,28.2653,18.5905
2024-01-04 07:15:00,2.08,9.7047
2024-01-04 07:30:00,0.8195,7.7305
2024-01-04 07:45:00,41.8037,9.9779
2024-01-04 08:00:00,6.5842,16.2742
2024-01-04 08:15:00,53.6984,0.0479
2024-01-04 08:30:00,22.8205,0.0
2024-01-04 08:45:00,45.3211,1.8232
2024-01-04 09:00:00,2.7289,47.0711
2024-01-04 09:15:00,11.69,4.13
2024-01-04 09:30:00,9.8005,1.6795
2024-01-04 09:45:00,14.7942,6.89
2024-01-04 10:00:00,4.1795,15.2979
2024-01-04 10:15:00,5.4647,8.7832
2024-01-04 10:30:00,1.1111,4.1
2024-01-04 10:45:00,11.4047,2.0547
2024-01-04 11:00:00,33.0289,11.7079
2024-01-04 11:15:00,5.5047,17.1805
2024-01-04 11:30:00,1.9184,4.5747
2024-01-04 11:45:00,12.2,1.5989
2024-01-04 12:00:00,0.0,87.3479
2024-01-04 12:15:00,0.0,47.4247
2024-01-04 12:30:00,0.0,89.2153
2024-01-04 12:45:00,11.0105,6.2063
2024-01-04 13:00:00,30.8011,2.1747
2024-01-04 13:15:00,14.5468,5.6221
2024-01-04 13:30:00,2.5426,33.1132
2024-01-04 13:45:00,6.7468,12.66
2024-01-04 14:00:00,30.0205,11.2337
2024-01-04 14:15:00,9.3647,39.2889
2024-01-04 14:30:00,2.49,27.0674
2024-01-04 14:45:00,8.7811,10.3732
2024-01-04 15:00:00,28.2616,4.0274
2024-01-04 15:15:00,1.1595,25.64
2024-01-04 15:30:00,1.33,52.4879
2024-01-04 15:45:00,0.0,39.4137
2024-01-04 16:00:00,24.5684,2.9484
2024-01-04 16:15:00,3.2632,8.5784
2024-01-04 16:30:00,0.4958,15.6263
2024-01-04 16:45:00,0.2753,16.4847
2024-01-04 17:00:00,3.5116,2.0316
2024-01-04 17:15:00,3.9837,2.6711
2024-01-04 17:30:00,4.6405,5.6668
2024-01-04 17:45:00,8.8968,10.6084
2024-01-04 18:00:00,3.3847,31.0674
2024-01-04 18:15:00,18.1347,2.0511
2024-01-04 18:30:00,19.6742,7.8079
2024-01-04 18:45:00,73.27,0.0
2024-01-04 19:00:00,4.6095,110.7321
2024-01-04 19:15:00,7.5105,16.2353
2024-01-04 19:30:00,22.2474,44.5863
2024-01-04 19:45:00,66.2579,0.0
2024-01-04 20:00:00,2.8568,78.7932
2024-01-04 20:15:00,17.64,7.0205
2024-01-04 20:30:00,32.9784,5.7679
2024-01-04 20:45:00,82.1468,0.0
2024-01-04 21:00:00,4.1242,89.5979
2024-01-04 21:15:00,22.1674,0.2626
2024-01-04 21:30:00,12.0437,19.8958
2024-01-04 21:45:00,21.92,5.0647
2024-01-04 22:00:00,5.8611,56.6879
2024-01-04 22:15:00,23.4458,8.9142
2024-01-04 22:30:00,33.3905,13.4705
2024-01-04 22:45:00,46.1621,0.0732
2024-01-04 23:00:00,0.0984,103.71
2024-01-04 23:15:00,12.4632,4.3826
2024-01-04 23:30:00,13.0795,5.7663
2024-01-04 23:45:00,14.4616,0.0
2024-01-05 00:00:00,1.4295,42.0347
2024-01-05 00:15:00,14.2553,0.89
2024-01-05 00:30:00,18.0716,0.7816
2024-01-05 00:45:00,21.5379,0.0
2024-01-05 01:00:00,1.5732,42.6868
2024-01-05 01:15:00,14.8689,1.3274
2024-01-05 01:30:00,35.1479,25.5079
2024-01-05 01:45:00,8.0089,1.6232
2024-01-05 02:00:00,2.3253,29.9221
2024-01-05 02:15:00,14.4389,0.8353
2024-01-05 02:30:00,9.5884,0.1453
2024-01-05 02:45:00,16.4347,0.3232
2024-01-05 03:00:00,2.0026,10.27
2024-01-05 03:15:00,1.5774,8.8863
2024-01-05 03:30:00,0.3311,9.3626
2024-01-05 03:45:00,6.0579,2.9142
2024-01-05 04:00:00,44.9105,0.0868
2024-01-05 04:15:00,32.1121,0.2479
2024-01-05 04:30:00,0.8237,12.3753
2024-01-05 04:45:00,45.7621,4.7142
2024-01-05 05:00:00,39.8684,10.4989
2024-01-05 05:15:00,18.3321,11.0721
2024-01-05 05:30:00,0.2226,48.2753
2024-01-05 05:45:00,14.7553,40.7953
2024-01-05 06:00:00,73.9937,49.6042
2024-01-05 06:15:00,0.7247,23.1468
2024-01-05 06:30:00,8.3921,10.0511
2024-01-05 06:45:00,18.2479,7.3805
2024-01-05 07:00:00,41.5168,1.8216
2024-01-05 07:15:00,4.5405,9.9116
2024-01-05 07:30:00,0.0,54.8574
2024-01-05 07:45:00,3.7579,25.1716
2024-01-05 08:00:00,20.6921,6.5779
2024-01-05 08:15:00,53.5068,0.0689
2024-01-05 08:30:00,43.9405,0.0
2024-01-05 08:45:00,44.47,0.6284
2024-01-05 09:00:00,4.0705,22.7011
2024-01-05 09:15:00,54.2984,0.0321
2024-01-05 09:30:00,34.1316,7.0511
2024-01-05 09:45:00,78.2163,0.0
2024-01-05 10:00:00,1.8732,16.1363
2024-01-05 10:15:00,30.4695,0.0
2024-01-05 10:30:00,5.9526,7.3605
2024-01-05 10:45:00,36.3521,4.9553
2024-01-05 11:00:00,23.8942,22.2589
2024-01-05 11:15:00,17.0795,8.3237
2024-01-05 11:30:00,7.1353,4.1053
2024-01-05 11:45:00,53.3284,0.3295
2024-01-05 12:00:00,3.0274,17.7868
2024-01-05 12:15:00,4.9116,4.7716
2024-01-05 12:30:00,1.8779,38.5032
2024-01-05 12:45:00,21.6784,13.9195
2024-01-05 13:00:00,54.2826,10.7916
2024-01-05 13:15:00,0.7168,16.1942
2024-01-05 13:30:00,0.3842,38.3721
2024-01-05 13:45:00,17.2895,4.2405
2024-01-05 14:00:00,5.2126,8.7247
2024-01-05 14:15:00,2.8342,10.9589
2024-01-05 14:30:00,2.0384,32.6916
2024-01-05 14:45:00,1.8821,13.1795
2024-01-05 15:00:00,1.2174,15.2879
2024-01-05 15:15:00,0.3805,20.9284
2024-01-05 15:30:00,6.7921,10.3953
2024-01-05 15:45:00,5.2737,17.4263
2024-01-05 16:00:00,59.2126,2.79
2024-01-05 16:15:00,4.0816,14.3789
2024-01-05 16:30:00,12.1863,10.8363
2024-01-05 16:45:00,11.8737,6.2847
2024-01-05 17:00:00,4.6932,6.1047
2024-01-05 17:15:00,0.0605,19.2821
2024-01-05 17:30:00,2.4532,13.2016
2024-01-05 17:45:00,1.9105,4.8126
2024-01-05 18:00:00,20.5137,4.3142
2024-01-05 18:15:00,8.4132,28.1742
2024-01-05 18:30:00,16.1521,2.8442
2024-01-05 18:45:00,23.7684,2.3863
2024-01-05 19:00:00,26.41,38.9416
2024-01-05 19:15:00,15.2816,36.6758
2024-01-05 19:30:00,6.4784,7.4558
2024-01-05 19:45:00,44.5089,3.9032
2024-01-05 20:00:00,15.2768,44.8242
2024-01-05 20:15:00,29.2211,4.1279
2024-01-05 20:30:00,71.3537,0.0189
2024-01-05 20:45:00,115.7479,0.0
2024-01-05 21:00:00,14.6374,15.9247
2024-01-05 21:15:00,6.1384,0.9374
2024-01-05 21:30:00,27.8216,9.6211
2024-01-05 21:45:00,36.9174,0.0305
2024-01-05 22:00:00,3.3179,92.6426
2024-01-05 22:15:00,38.0342,0.0
2024-01-05 22:30:00,69.2458,3.5368
2024-01-05 22:45:00,121.4458,0.0
2024-01-05 23:00:00,1.29,90.5863
2024-01-05 23:15:00,5.6116,37.4353
2024-01-05 23:30:00,30.4247,0.0495
2024-01-05 23:45:00,8.3447,6.7468
2024-01-06 00:00:00,7.9842,58.3726
2024-01-06 00:15:00,9.3905,1.0811
2024-01-06 00:30:00,6.5832,5.6774
2024-01-06 00:45:00,26.0074,0.0921
2024-01-06 01:00:00,12.8395,55.8716
2024-01-06 01:15:00,14.1768,0.3947
2024-01-06 01:30:00,15.5547,2.9537
2024-01-06 01:45:00,3.5689,1.6437
2024-01-06 02:00:00,1.2584,48.9489
2024-01-06 02:15:00,10.3463,0.9289
2024-01-06 02:30:00,11.6279,0.9189
2024-01-06 02:45:00,9.2563,0.3747
2024-01-06 03:00:00,7.0742,22.0463
2024-01-06 03:15:00,4.0447,3.3479
2024-01-06 03:30:00,1.2137,1.5011
2024-01-06 03:45:00,35.9247,0.6221
2024-01-06 04:00:00,17.2758,3.3637
2024-01-06 04:15:00,9.7016,0.7926
2024-01-06 04:30:00,9.7858,2.4779
2024-01-06 04:45:00,33.8837,0.0095
2024-01-06 05:00:00,8.75,3.7858
2024-01-06 05:15:00,19.7732,0.2016
2024-01-06 05:30:00,14.1279,0.0621
2024-01-06 05:45:00,14.1063,0.4889
2024-01-06 06:00:00,44.4395,0.0126
2024-01-06 06:15:00,12.2268,12.8442
2024-01-06 06:30:00,3.7126,10.8421
2024-01-06 06:45:00,13.2358,6.0579
2024-01-06 07:00:00,23.5689,2.5874
2024-01-06 07:15:00,30.2721,1.3453
2024-01-06 07:30:00,0.7942,10.1863
2024-01-06 07:45:00,4.7826,7.6632
2024-01-06 08:00:00,27.7905,5.6168
2024-01-06 08:15:00,2.9753,5.6137
2024-01-06 08:30:00,0.9216,17.9205
2024-01-06 08:45:00,23.5963,0.6079
2024-01-06 09:00:00,0.4542,30.0505
2024-01-06 09:15:00,2.2216,9.7453
2024-01-06 09:30:00,0.5347,21.8068
2024-01-06 09:45:00,10.7653,2.1258
2024-01-06 10:00:00,3.4737,32.0653
2024-01-06 10:15:00,13.9258,1.6305
2024-01-06 10:30:00,0.8905,33.6732
2024-01-06 10:45:00,3.3347,17.3589
2024-01-06 11:00:00,0.0,93.9911
2024-01-06 11:15:00,5.1895,26.4326
2024-01-06 11:30:00,0.0347,17.7742
2024-01-06 11:45:00,17.7142,1.4268
2024-01-06 12:00:00,6.2847,59.9753
2024-01-06 12:15:00,0.2368,28.4768
2024-01-06 12:30:00,1.4658,10.5884
2024-01-06 12:45:00,12.1789,4.3047
2024-01-06 13:00:00,1.8089,0.8489
2024-01-06 13:15:00,0.6568,22.4421
2024-01-06 13:30:00,0.6879,33.6584
2024-01-06 13:45:00,4.8979,12.3989
2024-01-06 14:00:00,0.9674,30.2268
2024-01-06 14:15:00,2.0226,20.6447
2024-01-06 14:30:00,2.9232,27.1374
2024-01-06 14:45:00,3.8879,11.2132
2024-01-06 15:00:00,45.4258,1.0553
2024-01-06 15:15:00,1.3568,13.0047
2024-01-06 15:30:00,0.2784,26.2584
2024-01-06 15:45:00,0.0584,123.6705
2024-01-06 16:00:00,47.45,28.5605
2024-01-06 16:15:00,3.1068,20.3084
2024-01-06 16:30:00,1.0616,13.7011
2024-01-06 16:45:00,8.0121,6.1747
2024-01-06 17:00:00,45.6137,16.4663
2024-01-06 17:15:00,3.6111,10.5484
2024-01-06 17:30:00,2.5326,5.8563
2024-01-06 17:45:00,10.6811,3.0421
2024-01-06 18:00:00,7.6326,17.52
2024-01-06 18:15:00,12.8605,1.1147
2024-01-06 18:30:00,9.0863,0.5732
2024-01-06 18:45:00,2.2853,6.3684
2024-01-06 19:00:00,2.09,84.5442
2024-01-06 19:15:00,29.16,0.4605
2024-01-06 19:30:00,42.9737,18.6321
2024-01-06 19:45:00,25.03,0.0
2024-01-06 20:00:00,18.6047,4.0116
2024-01-06 20:15:00,29.3247,2.3305
2024-01-06 20:30:00,23.2316,3.0395
2024-01-06 20:45:00,15.9037,1.6437
2024-01-06 21:00:00,2.4753,72.5968
2024-01-06 21:15:00,20.59,1.8216
2024-01-06 21:30:00,14.57,12.7432
2024-01-06 21:45:00,14.97,3.5647
2024-01-06 22:00:00,3.2895,67.4253
2024-01-06 22:15:00,18.8832,0.7558
2024-01-06 22:30:00,37.9016,1.6384
2024-01-06 22:45:00,78.9047,0.0
2024-01-06 23:00:00,0.0953,65.73
2024-01-06 23:15:00,40.4837,2.3889
2024-01-06 23:30:00,16.6142,5.6747
2024-01-06 23:45:00,11.5847,0.0705
2024-01-07 00:00:00,2.9316,69.1058
2024-01-07 00:15:00,24.5168,0.0
2024-01-07 00:30:00,34.8468,0.5537
2024-01-07 00:45:00,26.1547,0.0
2024-01-07 01:00:00,13.73,21.1911
2024-01-07 01:15:00,46.8747,0.0
2024-01-07 01:30:00,19.8132,0.0
2024-01-07 01:45:00,24.6989,0.1153
2024-01-07 02:00:00,2.8753,12.6295
2024-01-07 02:15:00,13.7221,4.0879
2024-01-07 02:30:00,3.3363,0.7205
2024-01-07 02:45:00,15.8958,0.1021
2024-01-07 03:00:00,0.5089,6.1011
2024-01-07 03:15:00,9.8484,1.0384
2024-01-07 03:30:00,4.7832,12.3221
2024-01-07 03:45:00,15.7516,1.0205
2024-01-07 04:00:00,27.2437,13.8953
2024-01-07 04:15:00,2.9505,5.0468
2024-01-07 04:30:00,27.4532,4.5716
2024-01-07 04:45:00,16.7416,3.8205
2024-01-07 05:00:00,40.1558,6.2289
2024-01-07 05:15:00,9.1221,0.0921
2024-01-07 05:30:00,4.1105,10.5711
2024-01-07 05:45:00,6.9684,4.2089
2024-01-07 06:00:00,9.2753,1.9174
2024-01-07 06:15:00,4.8142,2.4926
2024-01-07 06:30:00,1.87,3.2279
2024-01-07 06:45:00,3.3868,5.3842
2024-01-07 07:00:00,91.2258,0.7353
2024-01-07 07:15:00,4.9968,8.2532
2024-01-07 07:30:00,10.2805,29.7753
2024-01-07 07:45:00,3.2984,32.1811
2024-01-07 08:00:00,51.9032,12.0284
2024-01-07 08:15:00,0.1053,21.5937
2024-01-07 08:30:00,0.2747,28.1837
