Time_Slot_Start,FCR_Power_Factor_Up_Sum,FCR_Power_Factor_Down_Sum
2024-01-03T04:00:00+01:00,14.4684,0.0
2024-01-03T04:15:00+01:00,1.9947,3.3684
2024-01-03T04:30:00+01:00,17.1679,5.2289
2024-01-03T04:45:00+01:00,63.9716,0.0
2024-01-03T05:00:00+01:00,105.4358,21.1121
2024-01-03T05:15:00+01:00,121.7489,0.0
2024-01-03T05:30:00+01:00,16.7032,33.3889
2024-01-03T05:45:00+01:00,1.5732,11.1074
2024-01-03T06:00:00+01:00,93.2595,0.0
2024-01-03T06:15:00+01:00,23.3421,17.7179
2024-01-03T06:30:00+01:00,1.2795,30.6205
2024-01-03T06:45:00+01:00,3.1221,23.0926
2024-01-03T07:00:00+01:00,72.66,3.4774
2024-01-03T07:15:00+01:00,9.5863,19.5821
2024-01-03T07:30:00+01:00,9.9963,12.4874
2024-01-03T07:45:00+01:00,18.2332,19.2416
2024-01-03T08:00:00+01:00,25.0837,17.8811
2024-01-03T08:15:00+01:00,0.1084,29.2647
2024-01-03T08:30:00+01:00,1.0737,16.4574
2024-01-03T08:45:00+01:00,4.7779,2.8111
2024-01-03T09:00:00+01:00,12.3147,26.0811
2024-01-03T09:15:00+01:00,11.3116,1.4963
2024-01-03T09:30:00+01:00,14.5289,6.3616
2024-01-03T09:45:00+01:00,17.3321,5.6874
2024-01-03T10:00:00+01:00,1.2132,60.1
2024-01-03T10:15:00+01:00,14.0879,2.5095
2024-01-03T10:30:00+01:00,4.7589,7.1716
2024-01-03T10:45:00+01:00,4.1779,2.8084
2024-01-03T11:00:00+01:00,1.0542,48.1316
2024-01-03T11:15:00+01:00,0.2321,24.1553
2024-01-03T11:30:00+01:00,2.3521,12.2332
2024-01-03T11:45:00+01:00,0.1495,34.63
2024-01-03T12:00:00+01:00,10.5295,25.8479
2024-01-03T12:15:00+01:00,2.1626,5.9432
2024-01-03T12:30:00+01:00,2.8047,4.1468
2024-01-03T12:45:00+01:00,22.8847,1.8011
2024-01-03T13:00:00+01:00,0.9511,8.7747
2024-01-03T13:15:00+01:00,1.0011,2.4147
2024-01-03T13:30:00+01:00,1.4753,3.0921
2024-01-03T13:45:00+01:00,12.9447,0.8142
2024-01-03T14:00:00+01:00,0.3253,29.5142
2024-01-03T14:15:00+01:00,34.0416,11.9789
2024-01-03T14:30:00+01:00,0.2332,64.88
2024-01-03T14:45:00+01:00,7.7805,4.0179
2024-01-03T15:00:00+01:00,6.1374,8.2842
2024-01-03T15:15:00+01:00,8.6926,23.1663
2024-01-03T15:30:00+01:00,6.9984,11.7989
2024-01-03T15:45:00+01:00,21.5942,13.5342
2024-01-03T16:00:00+01:00,69.4305,6.4721
2024-01-03T16:15:00+01:00,19.3805,27.9974
2024-01-03T16:30:00+01:00,9.46,21.2663
2024-01-03T16:45:00+01:00,10.0358,12.2032
2024-01-03T17:00:00+01:00,60.2321,0.24
2024-01-03T17:15:00+01:00,17.4374,15.87
2024-01-03T17:30:00+01:00,3.6695,19.4316
2024-01-03T17:45:00+01:00,10.5326,3.6805
2024-01-03T18:00:00+01:00,2.8705,15.0447
2024-01-03T18:15:00+01:00,2.4932,2.9411
2024-01-03T18:30:00+01:00,10.6326,4.8032
2024-01-03T18:45:00+01:00,1.1889,11.1121
2024-01-03T19:00:00+01:00,8.25,2.6958
2024-01-03T19:15:00+01:00,8.2758,3.3832
2024-01-03T19:30:00+01:00,10.6453,5.6137
2024-01-03T19:45:00+01:00,11.7668,2.6211
2024-01-03T20:00:00+01:00,4.5679,71.9484
2024-01-03T20:15:00+01:00,50.53,0.4453
2024-01-03T20:30:00+01:00,44.6889,8.8853
2024-01-03T20:45:00+01:00,4.1353,6.6526
2024-01-03T21:00:00+01:00,1.6868,73.9237
2024-01-03T21:15:00+01:00,35.9558,11.1163
2024-01-03T21:30:00+01:00,41.6511,3.8453
2024-01-03T21:45:00+01:00,45.41,0.9805
2024-01-03T22:00:00+01:00,4.0111,71.3363
2024-01-03T22:15:00+01:00,29.8016,0.5621
2024-01-03T22:30:00+01:00,37.1958,4.7637
2024-01-03T22:45:00+01:00,18.1547,0.0937
2024-01-03T23:00:00+01:00,11.1974,26.3153
2024-01-03T23:15:00+01:00,19.6411,4.4458
2024-01-03T23:30:00+01:00,18.7158,16.8121
2024-01-03T23:45:00+01:00,12.0526,2.1479
2024-01-04T00:00:00+01:00,4.4611,85.9389
2024-01-04T00:15:00+01:00,4.6237,9.8316
2024-01-04T00:30:00+01:00,11.1332,11.9505
2024-01-04T00:45:00+01:00,30.8279,0.2337
2024-01-04T01:00:00+01:00,0.2589,10.68
2024-01-04T01:15:00+01:00,2.7889,2.03
2024-01-04T01:30:00+01:00,10.3589,4.05
2024-01-04T01:45:00+01:00,11.6821,0.0053
2024-01-04T02:00:00+01:00,7.8268,2.9347
2024-01-04T02:15:00+01:00,14.4816,0.1132
2024-01-04T02:30:00+01:00,7.4258,1.9158
2024-01-04T02:45:00+01:00,13.3437,0.2468
2024-01-04T03:00:00+01:00,7.0368,26.7458
2024-01-04T03:15:00+01:00,8.0953,2.2753
2024-01-04T03:30:00+01:00,5.75,1.9184
2024-01-04T03:45:00+01:00,14.6195,0.1563
2024-01-04T04:00:00+01:00,1.1679,4.7068
2024-01-04T04:15:00+01:00,0.3884,9.4221
2024-01-04T04:30:00+01:00,3.2168,3.3589
2024-01-04T04:45:00+01:00,2.39,5.6658
2024-01-04T05:00:00+01:00,1.5216,5.3753
2024-01-04T05:15:00+01:00,7.9689,1.6479
2024-01-04T05:30:00+01:00,1.0916,14.7147
2024-01-04T05:45:00+01:00,14.4779,10.8211
2024-01-04T06:00:00+01:00,44.6274,37.6632
2024-01-04T06:15:00+01:00,6.0784,9.6868
2024-01-04T06:30:00+01:00,7.3542,26.9363
2024-01-04T06:45:00+01:00,6.6758,32.7647
2024-01-04T07:00:00+01:00,102.75,0.0789
2024-01-04T07:15:00+01:00,20.6426,24.5016
2024-01-04T07:30:00+01:00,8.3926,28.2995
2024-01-04T07:45:00+01:00,15.5884,15.6468
2024-01-04T08:00:00+01:00,28.2653,18.5905
2024-01-04T08:15:00+01:00,2.08,9.7047
2024-01-04T08:30:00+01:00,0.8195,7.7305
2024-01-04T08:45:00+01:00,41.8037,9.9779
2024-01-04T09:00:00+01:00,6.5842,16.2742
2024-01-04T09:15:00+01:00,53.6984,0.0479
2024-01-04T09:30:00+01:00,22.8205,0.0
2024-01-04T09:45:00+01:00,45.3211,1.8232
2024-01-04T10:00:00+01:00,2.7289,47.0711
2024-01-04T10:15:00+01:00,11.69,4.13
2024-01-04T10:30:00+01:00,9.8005,1.6795
2024-01-04T10:45:00+01:00,14.7942,6.89
2024-01-04T11:00:00+01:00,4.1795,15.2979
2024-01-04T11:15:00+01:00,5.4647,8.7832
2024-01-04T11:30:00+01:00,1.1111,4.1
2024-01-04T11:45:00+01:00,11.4047,2.0547
2024-01-04T12:00:00+01:00,33.0289,11.7079
2024-01-04T12:15:00+01:00,5.5047,17.1805
2024-01-04T12:30:00+01:00,1.9184,4.5747
2024-01-04T12:45:00+01:00,12.2,1.5989
2024-01-04T13:00:00+01:00,0.0,87.3479
2024-01-04T13:15:00+01:00,0.0,47.4247
2024-01-04T13:30:00+01:00,0.0,89.2153
2024-01-04T13:45:00+01:00,11.0105,6.2063
2024-01-04T14:00:00+01:00,30.8011,2.1747
2024-01-04T14:15:00+01:00,14.5468,5.6221
2024-01-04T14:30:00+01:00,2.5426,33.1132
2024-01-04T14:45:00+01:00,6.7468,12.66
2024-01-04T15:00:00+01:00,30.0205,11.2337
2024-01-04T15:15:00+01:00,9.3647,39.2889
2024-01-04T15:30:00+01:00,2.49,27.0674
2024-01-04T15:45:00+01:00,8.7811,10.3732
2024-01-04T16:00:00+01:00,28.2616,4.0274
2024-01-04T16:15:00+01:00,1.1595,25.64
2024-01-04T16:30:00+01:00,1.33,52.4879
2024-01-04T16:45:00+01:00,0.0,39.4137
2024-01-04T17:00:00+01:00,24.5684,2.9484
2024-01-04T17:15:00+01:00,3.2632,8.5784
2024-01-04T17:30:00+01:00,0.4958,15.6263
2024-01-04T17:45:00+01:00,0.2753,16.4847
2024-01-04T18:00:00+01:00,3.5116,2.0316
2024-01-04T18:15:00+01:00,3.9837,2.6711
2024-01-04T18:30:00+01:00,4.6405,5.6668
2024-01-04T18:45:00+01:00,8.8968,10.6084
2024-01-04T19:00:00+01:00,3.3847,31.0674
2024-01-04T19:15:00+01:00,18.1347,2.0511
2024-01-04T19:30:00+01:00,19.6742,7.8079
2024-01-04T19:45:00+01:00,73.27,0.0
2024-01-04T20:00:00+01:00,4.6095,110.7321
2024-01-04T20:15:00+01:00,7.5105,16.2353
2024-01-04T20:30:00+01:00,22.2474,44.5863
2024-01-04T20:45:00+01:00,66.2579,0.0
2024-01-04T21:00:00+01:00,2.8568,78.7932
2024-01-04T21:15:00+01:00,17.64,7.0205
2024-01-04T21:30:00+01:00,32.9784,5.7679
2024-01-04T21:45:00+01:00,82.1468,0.0
2024-01-04T22:00:00+01:00,4.1242,89.5979
2024-01-04T22:15:00+01:00,22.1674,0.2626
2024-01-04T22:30:00+01:00,12.0437,19.8958
2024-01-04T22:45:00+01:00,21.92,5.0647
2024-01-04T23:00:00+01:00,5.8611,56.6879
2024-01-04T23:15:00+01:00,23.4458,8.9142
2024-01-04T23:30:00+01:00,33.3905,13.4705
2024-01-04T23:45:00+01:00,46.1621,0.0732
2024-01-05T00:00:00+01:00,0.0984,103.71
2024-01-05T00:15:00+01:00,12.4632,4.3826
2024-01-05T00:30:00+01:00,13.0795,5.7663
2024-01-05T00:45:00+01:00,14.4616,0.0
2024-01-05T01:00:00+01:00,1.4295,42.0347
2024-01-05T01:15:00+01:00,14.2553,0.89
2024-01-05T01:30:00+01:00,18.0716,0.7816
2024-01-05T01:45:00+01:00,21.5379,0.0
2024-01-05T02:00:00+01:00,1.5732,42.6868
2024-01-05T02:15:00+01:00,14.8689,1.3274
2024-01-05T02:30:00+01:00,35.1479,25.5079
2024-01-05T02:45:00+01:00,8.0089,1.6232
2024-01-05T03:00:00+01:00,2.3253,29.9221
2024-01-05T03:15:00+01:00,14.4389,0.8353
2024-01-05T03:30:00+01:00,9.5884,0.1453
2024-01-05T03:45:00+01:00,16.4347,0.3232
2024-01-05T04:00:00+01:00,2.0026,10.27
2024-01-05T04:15:00+01:00,1.5774,8.8863
2024-01-05T04:30:00+01:00,0.3311,9.3626
2024-01-05T04:45:00+01:00,6.0579,2.9142
2024-01-05T05:00:00+01:00,44.9105,0.0868
2024-01-05T05:15:00+01:00,32.1121,0.2479
2024-01-05T05:30:00+01:00,0.8237,12.3753
2024-01-05T05:45:00+01:00,45.7621,4.7142
2024-01-05T06:00:00+01:00,39.8684,10.4989
2024-01-05T06:15:00+01:00,18.3321,11.0721
2024-01-05T06:30:00+01:00,0.2226,48.2753
2024-01-05T06:45:00+01:00,14.7553,40.7953
2024-01-05T07:00:00+01:00,73.9937,49.6042
2024-01-05T07:15:00+01:00,0.7247,23.1468
2024-01-05T07:30:00+01:00,8.3921,10.0511
2024-01-05T07:45:00+01:00,18.2479,7.3805
2024-01-05T08:00:00+01:00,41.5168,1.8216
2024-01-05T08:15:00+01:00,4.5405,9.9116
2024-01-05T08:30:00+01:00,0.0,54.8574
2024-01-05T08:45:00+01:00,3.7579,25.1716
2024-01-05T09:00:00+01:00,20.6921,6.5779
2024-01-05T09:15:00+01:00,53.5068,0.0689
2024-01-05T09:30:00+01:00,43.9405,0.0
2024-01-05T09:45:00+01:00,44.47,0.6284
2024-01-05T10:00:00+01:00,4.0705,22.7011
2024-01-05T10:15:00+01:00,54.2984,0.0321
2024-01-05T10:30:00+01:00,34.1316,7.0511
2024-01-05T10:45:00+01:00,78.2163,0.0
2024-01-05T11:00:00+01:00,1.8732,16.1363
2024-01-05T11:15:00+01:00,30.4695,0.0
2024-01-05T11:30:00+01:00,5.9526,7.3605
2024-01-05T11:45:00+01:00,36.3521,4.9553
2024-01-05T12:00:00+01:00,23.8942,22.2589
2024-01-05T12:15:00+01:00,17.0795,8.3237
2024-01-05T12:30:00+01:00,7.1353,4.1053
2024-01-05T12:45:00+01:00,53.3284,0.3295
2024-01-05T13:00:00+01:00,3.0274,17.7868
2024-01-05T13:15:00+01:00,4.9116,4.7716
2024-01-05T13:30:00+01:00,1.8779,38.5032
2024-01-05T13:45:00+01:00,21.6784,13.9195
2024-01-05T14:00:00+01:00,54.2826,10.7916
2024-01-05T14:15:00+01:00,0.7168,16.1942
2024-01-05T14:30:00+01:00,0.3842,38.3721
2024-01-05T14:45:00+01:00,17.2895,4.2405
2024-01-05T15:00:00+01:00,5.2126,8.7247
2024-01-05T15:15:00+01:00,2.8342,10.9589
2024-01-05T15:30:00+01:00,2.0384,32.6916
2024-01-05T15:45:00+01:00,1.8821,13.1795
2024-01-05T16:00:00+01:00,1.2174,15.2879
2024-01-05T16:15:00+01:00,0.3805,20.9284
2024-01-05T16:30:00+01:00,6.7921,10.3953
2024-01-05T16:45:00+01:00,5.2737,17.4263
2024-01-05T17:00:00+01:00,59.2126,2.79
2024-01-05T17:15:00+01:00,4.0816,14.3789
2024-01-05T17:30:00+01:00,12.1863,10.8363
2024-01-05T17:45:00+01:00,11.8737,6.2847
2024-01-05T18:00:00+01:00,4.6932,6.1047
2024-01-05T18:15:00+01:00,0.0605,19.2821
2024-01-05T18:30:00+01:00,2.4532,13.2016
2024-01-05T18:45:00+01:00,1.9105,4.8126
2024-01-05T19:00:00+01:00,20.5137,4.3142
2024-01-05T19:15:00+01:00,8.4132,28.1742
2024-01-05T19:30:00+01:00,16.1521,2.8442
2024-01-05T19:45:00+01:00,23.7684,2.3863
2024-01-05T20:00:00+01:00,26.41,38.9416
2024-01-05T20:15:00+01:00,15.2816,36.6758
2024-01-05T20:30:00+01:00,6.4784,7.4558
2024-01-05T20:45:00+01:00,44.5089,3.9032
2024-01-05T21:00:00+01:00,15.2768,44.8242
2024-01-05T21:15:00+01:00,29.2211,4.1279
2024-01-05T21:30:00+01:00,71.3537,0.0189
2024-01-05T21:45:00+01:00,115.7479,0.0
2024-01-05T22:00:00+01:00,14.6374,15.9247
2024-01-05T22:15:00+01:00,6.1384,0.9374
2024-01-05T22:30:00+01:00,27.8216,9.6211
2024-01-05T22:45:00+01:00,36.9174,0.0305
2024-01-05T23:00:00+01:00,3.3179,92.6426
2024-01-05T23:15:00+01:00,38.0342,0.0
2024-01-05T23:30:00+01:00,69.2458,3.5368
2024-01-05T23:45:00+01:00,121.4458,0.0
2024-01-06T00:00:00+01:00,1.29,90.5863
2024-01-06T00:15:00+01:00,5.6116,37.4353
2024-01-06T00:30:00+01:00,30.4247,0.0495
2024-01-06T00:45:00+01:00,8.3447,6.7468
2024-01-06T01:00:00+01:00,7.9842,58.3726
2024-01-06T01:15:00+01:00,9.3905,1.0811
2024-01-06T01:30:00+01:00,6.5832,5.6774
2024-01-06T01:45:00+01:00,26.0074,0.0921
2024-01-06T02:00:00+01:00,12.8395,55.8716
2024-01-06T02:15:00+01:00,14.1768,0.3947
2024-01-06T02:30:00+01:00,15.5547,2.9537
2024-01-06T02:45:00+01:00,3.5689,1.6437
2024-01-06T03:00:00+01:00,1.2584,48.9489
2024-01-06T03:15:00+01:00,10.3463,0.9289
2024-01-06T03:30:00+01:00,11.6279,0.9189
2024-01-06T03:45:00+01:00,9.2563,0.3747
2024-01-06T04:00:00+01:00,7.0742,22.0463
2024-01-06T04:15:00+01:00,4.0447,3.3479
2024-01-06T04:30:00+01:00,1.2137,1.5011
2024-01-06T04:45:00+01:00,35.9247,0.6221
2024-01-06T05:00:00+01:00,17.2758,3.3637
2024-01-06T05:15:00+01:00,9.7016,0.7926
2024-01-06T05:30:00+01:00,9.7858,2.4779
2024-01-06T05:45:00+01:00,33.8837,0.0095
2024-01-06T06:00:00+01:00,8.75,3.7858
2024-01-06T06:15:00+01:00,19.7732,0.2016
2024-01-06T06:30:00+01:00,14.1279,0.0621
2024-01-06T06:45:00+01:00,14.1063,0.4889
2024-01-06T07:00:00+01:00,44.4395,0.0126
2024-01-06T07:15:00+01:00,12.2268,12.8442
2024-01-06T07:30:00+01:00,3.7126,10.8421
2024-01-06T07:45:00+01:00,13.2358,6.0579
2024-01-06T08:00:00+01:00,23.5689,2.5874
2024-01-06T08:15:00+01:00,30.2721,1.3453
2024-01-06T08:30:00+01:00,0.7942,10.1863
2024-01-06T08:45:00+01:00,4.7826,7.6632
2024-01-06T09:00:00+01:00,27.7905,5.6168
2024-01-06T09:15:00+01:00,2.9753,5.6137
2024-01-06T09:30:00+01:00,0.9216,17.9205
2024-01-06T09:45:00+01:00,23.5963,0.6079
2024-01-06T10:00:00+01:00,0.4542,30.0505
2024-01-06T10:15:00+01:00,2.2216,9.7453
2024-01-06T10:30:00+01:00,0.5347,21.8068
